time,StockID,price,StreamID,dataSetkey
2023-07-24 13:09:58,ForexALLNoExpiry,559.76,ForexALLNoExpiry,Forex
2023-09-06 03:10:29,ForexALLNoExpiry,942.97,ForexALLNoExpiry,Forex
2023-08-19 03:31:24,ForexALLNoExpiry,870.93,ForexALLNoExpiry,Forex
2024-04-30 23:11:13,ForexALLNoExpiry,338.87,ForexALLNoExpiry,Forex
2024-09-13 02:43:41,ForexALLNoExpiry,967.15,ForexALLNoExpiry,Forex
2024-01-10 00:17:23,ForexALLNoExpiry,378.54,ForexALLNoExpiry,Forex
2024-01-10 19:42:07,ForexALLNoExpiry,922.62,ForexALLNoExpiry,Forex
2023-09-26 21:02:36,ForexALLNoExpiry,914.38,ForexALLNoExpiry,Forex
2024-06-21 04:20:16,ForexALLNoExpiry,795.91,ForexALLNoExpiry,Forex
2024-01-22 18:49:05,ForexALLNoExpiry,223.32,ForexALLNoExpiry,Forex
2024-01-06 00:54:30,ForexALLNoExpiry,970.38,ForexALLNoExpiry,Forex
2023-12-12 15:04:31,ForexALLNoExpiry,178.28,ForexALLNoExpiry,Forex
2024-01-17 18:30:50,ForexALLNoExpiry,391.02,ForexALLNoExpiry,Forex
2025-01-16 03:09:25,ForexALLNoExpiry,508.62,ForexALLNoExpiry,Forex
2023-07-29 11:30:55,ForexALLNoExpiry,635.84,ForexALLNoExpiry,Forex
2024-02-29 20:02:48,ForexALLNoExpiry,346.76,ForexALLNoExpiry,Forex
2024-09-18 13:20:11,ForexALLNoExpiry,797.93,ForexALLNoExpiry,Forex
2023-10-14 19:33:00,ForexALLNoExpiry,296.82,ForexALLNoExpiry,Forex
2024-11-18 07:38:58,ForexALLNoExpiry,850.79,ForexALLNoExpiry,Forex
2024-01-27 07:17:07,ForexALLNoExpiry,885.56,ForexALLNoExpiry,Forex
2024-01-18 03:04:18,ForexALLNoExpiry,342.2,ForexALLNoExpiry,Forex
2023-12-22 04:22:37,ForexALLNoExpiry,451.67,ForexALLNoExpiry,Forex
2024-01-09 00:56:24,ForexALLNoExpiry,887.95,ForexALLNoExpiry,Forex
2024-09-16 03:45:35,ForexALLNoExpiry,372.09,ForexALLNoExpiry,Forex
2024-01-21 08:10:54,ForexALLNoExpiry,987.72,ForexALLNoExpiry,Forex
2023-11-22 13:25:27,ForexALLNoExpiry,805.09,ForexALLNoExpiry,Forex
2024-07-04 08:44:21,ForexALLNoExpiry,720.5,ForexALLNoExpiry,Forex
2023-11-24 02:41:11,ForexALLNoExpiry,883.99,ForexALLNoExpiry,Forex
2023-10-07 07:05:22,ForexALLNoExpiry,740.06,ForexALLNoExpiry,Forex
2024-01-30 09:10:23,ForexALLNoExpiry,257.4,ForexALLNoExpiry,Forex
2023-07-12 21:24:40,ForexALLNoExpiry,777.29,ForexALLNoExpiry,Forex
2023-12-15 23:42:01,ForexALLNoExpiry,998.9,ForexALLNoExpiry,Forex
2023-08-06 12:14:08,ForexALLNoExpiry,823.51,ForexALLNoExpiry,Forex
2023-06-30 15:52:57,ForexALLNoExpiry,842.6,ForexALLNoExpiry,Forex
2025-01-21 17:56:06,ForexALLNoExpiry,694.34,ForexALLNoExpiry,Forex
2023-12-19 17:13:07,ForexALLNoExpiry,317.66,ForexALLNoExpiry,Forex
2023-09-03 19:31:41,ForexALLNoExpiry,140.68,ForexALLNoExpiry,Forex
2024-04-17 04:44:55,ForexALLNoExpiry,617.84,ForexALLNoExpiry,Forex
2024-07-16 21:30:59,ForexALLNoExpiry,835.25,ForexALLNoExpiry,Forex
2023-09-21 23:24:12,ForexALLNoExpiry,953.67,ForexALLNoExpiry,Forex
2023-06-19 18:54:35,ForexALLNoExpiry,201.81,ForexALLNoExpiry,Forex
2023-11-29 19:20:51,ForexALLNoExpiry,148.16,ForexALLNoExpiry,Forex
2024-03-12 20:42:41,ForexALLNoExpiry,955.66,ForexALLNoExpiry,Forex
2024-12-22 22:20:43,ForexALLNoExpiry,949.57,ForexALLNoExpiry,Forex
2024-09-25 16:07:18,ForexALLNoExpiry,518.46,ForexALLNoExpiry,Forex
2023-07-11 20:28:56,ForexALLNoExpiry,516.74,ForexALLNoExpiry,Forex
2023-06-29 10:37:57,ForexALLNoExpiry,525.38,ForexALLNoExpiry,Forex
2024-05-07 18:44:47,ForexALLNoExpiry,856.19,ForexALLNoExpiry,Forex
2024-08-22 18:29:19,ForexALLNoExpiry,815.14,ForexALLNoExpiry,Forex
2024-01-13 09:40:42,ForexALLNoExpiry,405.64,ForexALLNoExpiry,Forex
2024-05-09 07:59:08,ForexALLNoExpiry,179.86,ForexALLNoExpiry,Forex
2025-02-25 10:54:28,ForexALLNoExpiry,268.8,ForexALLNoExpiry,Forex
2023-11-08 15:34:33,ForexALLNoExpiry,588.45,ForexALLNoExpiry,Forex
2024-08-10 13:11:17,ForexALLNoExpiry,669.72,ForexALLNoExpiry,Forex
2023-11-01 20:20:14,ForexALLNoExpiry,815.83,ForexALLNoExpiry,Forex
2024-04-02 03:51:10,ForexALLNoExpiry,690.1,ForexALLNoExpiry,Forex
2025-01-26 08:47:54,ForexALLNoExpiry,800.6,ForexALLNoExpiry,Forex
2023-08-15 08:20:37,ForexALLNoExpiry,702.25,ForexALLNoExpiry,Forex
2023-11-26 01:07:06,ForexALLNoExpiry,129.13,ForexALLNoExpiry,Forex
2024-07-10 15:41:11,ForexALLNoExpiry,382.46,ForexALLNoExpiry,Forex
2024-12-30 01:26:47,ForexALLNoExpiry,154.67,ForexALLNoExpiry,Forex
2024-09-25 02:24:16,ForexALLNoExpiry,350.63,ForexALLNoExpiry,Forex
2024-01-05 19:10:09,ForexALLNoExpiry,189.81,ForexALLNoExpiry,Forex
2023-10-28 20:40:57,ForexALLNoExpiry,480.29,ForexALLNoExpiry,Forex
2025-02-23 11:55:14,ForexALLNoExpiry,399,ForexALLNoExpiry,Forex
2024-05-20 12:52:50,ForexALLNoExpiry,274.63,ForexALLNoExpiry,Forex
2024-06-27 17:28:20,ForexALLNoExpiry,190.22,ForexALLNoExpiry,Forex
2024-05-11 19:28:19,ForexALLNoExpiry,698.59,ForexALLNoExpiry,Forex
2024-06-24 07:21:46,ForexALLNoExpiry,703.24,ForexALLNoExpiry,Forex
2024-07-29 10:14:52,ForexALLNoExpiry,570.56,ForexALLNoExpiry,Forex
2025-01-08 16:46:12,ForexALLNoExpiry,573.97,ForexALLNoExpiry,Forex
2023-08-04 04:21:22,ForexALLNoExpiry,634.35,ForexALLNoExpiry,Forex
2025-02-16 04:45:32,ForexALLNoExpiry,343.41,ForexALLNoExpiry,Forex
2024-05-18 21:00:18,ForexALLNoExpiry,964.2,ForexALLNoExpiry,Forex
2023-12-17 00:59:29,ForexALLNoExpiry,648.76,ForexALLNoExpiry,Forex
2023-09-13 23:50:37,ForexALLNoExpiry,910.44,ForexALLNoExpiry,Forex
2024-06-29 10:25:00,ForexALLNoExpiry,118.84,ForexALLNoExpiry,Forex
2024-02-10 12:55:36,ForexALLNoExpiry,503.15,ForexALLNoExpiry,Forex
2024-10-12 18:28:31,ForexALLNoExpiry,996.63,ForexALLNoExpiry,Forex
2023-12-13 02:48:22,ForexALLNoExpiry,302.31,ForexALLNoExpiry,Forex
2023-07-13 13:25:35,ForexALLNoExpiry,971.86,ForexALLNoExpiry,Forex
2023-12-12 11:00:16,ForexALLNoExpiry,174.88,ForexALLNoExpiry,Forex
2024-11-18 12:49:07,ForexALLNoExpiry,363.46,ForexALLNoExpiry,Forex
2024-04-04 22:04:08,ForexALLNoExpiry,407.08,ForexALLNoExpiry,Forex
2024-09-01 03:08:01,ForexALLNoExpiry,205.34,ForexALLNoExpiry,Forex
2025-02-09 13:09:41,ForexALLNoExpiry,846.96,ForexALLNoExpiry,Forex
2024-04-26 21:32:37,ForexALLNoExpiry,628.88,ForexALLNoExpiry,Forex
2024-03-11 00:50:35,ForexALLNoExpiry,927.7,ForexALLNoExpiry,Forex
2023-11-26 05:00:01,ForexALLNoExpiry,434.67,ForexALLNoExpiry,Forex
2024-07-23 06:16:52,ForexALLNoExpiry,135.39,ForexALLNoExpiry,Forex
2023-06-25 23:22:19,ForexALLNoExpiry,818.11,ForexALLNoExpiry,Forex
2024-11-18 21:09:37,ForexALLNoExpiry,451.29,ForexALLNoExpiry,Forex
2024-05-05 22:28:32,ForexALLNoExpiry,375.91,ForexALLNoExpiry,Forex
2023-10-06 06:46:01,ForexALLNoExpiry,939.19,ForexALLNoExpiry,Forex
2024-05-14 01:45:18,ForexALLNoExpiry,791.69,ForexALLNoExpiry,Forex
2025-02-16 13:25:51,ForexALLNoExpiry,871.46,ForexALLNoExpiry,Forex
2023-10-28 09:47:03,ForexALLNoExpiry,871.67,ForexALLNoExpiry,Forex
2024-01-07 18:24:46,ForexALLNoExpiry,120.18,ForexALLNoExpiry,Forex
2023-08-11 14:08:28,ForexALLNoExpiry,893.18,ForexALLNoExpiry,Forex
2023-10-27 10:52:04,ForexALLNoExpiry,322.63,ForexALLNoExpiry,Forex
2024-03-22 09:06:44,ForexALLNoExpiry,909.2,ForexALLNoExpiry,Forex
2024-08-19 04:27:31,ForexALLNoExpiry,784.51,ForexALLNoExpiry,Forex
2024-10-07 12:38:17,ForexALLNoExpiry,528.31,ForexALLNoExpiry,Forex
2025-01-28 04:59:45,ForexALLNoExpiry,416.94,ForexALLNoExpiry,Forex
2024-06-07 18:51:31,ForexALLNoExpiry,941.27,ForexALLNoExpiry,Forex
2024-04-26 15:18:07,ForexALLNoExpiry,129.19,ForexALLNoExpiry,Forex
2023-08-09 23:27:56,ForexALLNoExpiry,207.49,ForexALLNoExpiry,Forex
2023-07-25 15:10:42,ForexALLNoExpiry,631.19,ForexALLNoExpiry,Forex
2024-06-11 08:41:22,ForexALLNoExpiry,365.11,ForexALLNoExpiry,Forex
2023-07-22 17:17:58,ForexALLNoExpiry,832.12,ForexALLNoExpiry,Forex
2024-12-11 00:55:38,ForexALLNoExpiry,618.19,ForexALLNoExpiry,Forex
2024-08-02 17:43:05,ForexALLNoExpiry,224.25,ForexALLNoExpiry,Forex
2024-01-08 20:32:28,ForexALLNoExpiry,772.5,ForexALLNoExpiry,Forex
2025-02-08 12:08:48,ForexALLNoExpiry,909.85,ForexALLNoExpiry,Forex
2023-06-18 03:18:01,ForexALLNoExpiry,399.49,ForexALLNoExpiry,Forex
2024-11-13 10:42:39,ForexALLNoExpiry,265.06,ForexALLNoExpiry,Forex
2024-12-03 12:17:48,ForexALLNoExpiry,705.51,ForexALLNoExpiry,Forex
2023-09-15 20:36:48,ForexALLNoExpiry,604.82,ForexALLNoExpiry,Forex
2025-03-03 12:32:45,ForexALLNoExpiry,747.66,ForexALLNoExpiry,Forex
2024-08-03 03:41:00,ForexALLNoExpiry,809.71,ForexALLNoExpiry,Forex
2025-02-23 23:56:28,ForexALLNoExpiry,887.34,ForexALLNoExpiry,Forex
2023-12-29 10:47:32,ForexALLNoExpiry,218.76,ForexALLNoExpiry,Forex
2024-08-14 19:56:41,ForexALLNoExpiry,746.54,ForexALLNoExpiry,Forex
2024-07-27 09:49:16,ForexALLNoExpiry,260.2,ForexALLNoExpiry,Forex
2025-01-08 07:44:47,ForexALLNoExpiry,241.79,ForexALLNoExpiry,Forex
2023-09-03 15:00:35,ForexALLNoExpiry,671.37,ForexALLNoExpiry,Forex
2023-09-22 14:37:37,ForexALLNoExpiry,232.97,ForexALLNoExpiry,Forex
2024-07-29 18:34:05,ForexALLNoExpiry,239.57,ForexALLNoExpiry,Forex
2024-04-19 08:02:03,ForexALLNoExpiry,801.43,ForexALLNoExpiry,Forex
2025-01-19 19:47:07,ForexALLNoExpiry,815.08,ForexALLNoExpiry,Forex
2023-06-20 15:38:39,ForexALLNoExpiry,580.02,ForexALLNoExpiry,Forex
2024-03-04 01:51:31,ForexALLNoExpiry,615.7,ForexALLNoExpiry,Forex
2024-11-05 06:52:44,ForexALLNoExpiry,302.63,ForexALLNoExpiry,Forex
2024-05-12 18:18:50,ForexALLNoExpiry,359.14,ForexALLNoExpiry,Forex
2025-02-24 21:34:35,ForexALLNoExpiry,913.94,ForexALLNoExpiry,Forex
2024-02-07 07:17:47,ForexALLNoExpiry,815.09,ForexALLNoExpiry,Forex
2024-03-12 13:02:14,ForexALLNoExpiry,556.83,ForexALLNoExpiry,Forex
2024-05-18 11:35:33,ForexALLNoExpiry,189.38,ForexALLNoExpiry,Forex
2024-01-29 23:24:07,ForexALLNoExpiry,799.76,ForexALLNoExpiry,Forex
2023-10-27 12:20:38,ForexALLNoExpiry,841.32,ForexALLNoExpiry,Forex
2023-09-07 15:07:26,ForexALLNoExpiry,403.56,ForexALLNoExpiry,Forex
2024-11-28 08:07:42,ForexALLNoExpiry,468.55,ForexALLNoExpiry,Forex
2024-02-10 00:08:26,ForexALLNoExpiry,700.96,ForexALLNoExpiry,Forex
2024-01-25 15:47:11,ForexALLNoExpiry,757.31,ForexALLNoExpiry,Forex
2024-11-19 23:16:53,ForexALLNoExpiry,630.03,ForexALLNoExpiry,Forex
2023-12-04 12:54:05,ForexALLNoExpiry,516.66,ForexALLNoExpiry,Forex
2024-08-03 06:16:15,ForexALLNoExpiry,276.11,ForexALLNoExpiry,Forex
2024-01-03 14:19:12,ForexALLNoExpiry,291.81,ForexALLNoExpiry,Forex
2024-01-08 22:12:59,ForexALLNoExpiry,228.39,ForexALLNoExpiry,Forex
2023-11-05 18:00:42,ForexALLNoExpiry,672.25,ForexALLNoExpiry,Forex
2024-04-05 20:57:07,ForexALLNoExpiry,916.59,ForexALLNoExpiry,Forex
2023-10-15 03:33:33,ForexALLNoExpiry,584.71,ForexALLNoExpiry,Forex
2024-11-05 18:11:35,ForexALLNoExpiry,283.52,ForexALLNoExpiry,Forex
2023-09-25 19:16:18,ForexALLNoExpiry,372.03,ForexALLNoExpiry,Forex
2023-11-23 08:20:59,ForexALLNoExpiry,238.61,ForexALLNoExpiry,Forex
2023-07-02 06:26:32,ForexALLNoExpiry,353.93,ForexALLNoExpiry,Forex
2024-12-29 18:56:31,ForexALLNoExpiry,446.73,ForexALLNoExpiry,Forex
2024-02-28 20:05:12,ForexALLNoExpiry,456.21,ForexALLNoExpiry,Forex
2024-05-04 04:09:49,ForexALLNoExpiry,969.23,ForexALLNoExpiry,Forex
2023-10-02 10:17:10,ForexALLNoExpiry,934.77,ForexALLNoExpiry,Forex
2024-09-09 08:21:57,ForexALLNoExpiry,153.35,ForexALLNoExpiry,Forex
2024-03-28 01:13:52,ForexALLNoExpiry,369.31,ForexALLNoExpiry,Forex
2024-10-27 12:24:52,ForexALLNoExpiry,181.57,ForexALLNoExpiry,Forex
2023-07-01 21:28:20,ForexALLNoExpiry,237.49,ForexALLNoExpiry,Forex
2025-02-27 12:42:22,ForexALLNoExpiry,787.31,ForexALLNoExpiry,Forex
2024-07-25 04:27:12,ForexALLNoExpiry,359.36,ForexALLNoExpiry,Forex
2024-06-23 10:52:34,ForexALLNoExpiry,574.2,ForexALLNoExpiry,Forex
2024-10-11 01:59:13,ForexALLNoExpiry,118.54,ForexALLNoExpiry,Forex
2025-01-09 20:19:06,ForexALLNoExpiry,812.77,ForexALLNoExpiry,Forex
2024-08-05 22:17:12,ForexALLNoExpiry,243.44,ForexALLNoExpiry,Forex
2024-04-09 08:45:22,ForexALLNoExpiry,853.78,ForexALLNoExpiry,Forex
2023-11-29 03:15:30,ForexALLNoExpiry,212.92,ForexALLNoExpiry,Forex
2024-11-24 02:30:12,ForexALLNoExpiry,546.29,ForexALLNoExpiry,Forex
2025-02-20 00:35:55,ForexALLNoExpiry,726.49,ForexALLNoExpiry,Forex
2024-06-04 14:25:17,ForexALLNoExpiry,426.11,ForexALLNoExpiry,Forex
2024-07-07 04:30:13,ForexALLNoExpiry,689.5,ForexALLNoExpiry,Forex
2024-12-23 19:22:50,ForexALLNoExpiry,907.46,ForexALLNoExpiry,Forex
2024-03-16 03:55:25,ForexALLNoExpiry,365.54,ForexALLNoExpiry,Forex
2024-07-15 04:28:43,ForexALLNoExpiry,971.88,ForexALLNoExpiry,Forex
2024-03-03 10:09:14,ForexALLNoExpiry,321.68,ForexALLNoExpiry,Forex
2024-05-19 22:14:32,ForexALLNoExpiry,607,ForexALLNoExpiry,Forex
2025-01-02 05:36:25,ForexALLNoExpiry,772.72,ForexALLNoExpiry,Forex
2024-05-28 05:46:56,ForexALLNoExpiry,451.91,ForexALLNoExpiry,Forex
2023-11-02 07:33:22,ForexALLNoExpiry,330.15,ForexALLNoExpiry,Forex
2024-10-25 04:25:55,ForexALLNoExpiry,967.12,ForexALLNoExpiry,Forex
2023-08-27 01:24:37,ForexALLNoExpiry,915.17,ForexALLNoExpiry,Forex
2024-08-24 10:10:04,ForexALLNoExpiry,619.56,ForexALLNoExpiry,Forex
2024-03-05 17:47:30,ForexALLNoExpiry,749.15,ForexALLNoExpiry,Forex
2024-08-12 18:55:03,ForexALLNoExpiry,156.44,ForexALLNoExpiry,Forex
2024-04-08 09:16:15,ForexALLNoExpiry,436.11,ForexALLNoExpiry,Forex
2024-07-06 15:44:52,ForexALLNoExpiry,826.46,ForexALLNoExpiry,Forex
2024-03-28 02:02:41,ForexALLNoExpiry,240.72,ForexALLNoExpiry,Forex
2025-02-08 06:42:29,ForexALLNoExpiry,602.82,ForexALLNoExpiry,Forex
2024-03-26 15:45:19,ForexALLNoExpiry,451.42,ForexALLNoExpiry,Forex
2024-03-13 15:17:39,ForexALLNoExpiry,610.56,ForexALLNoExpiry,Forex
2024-12-19 17:38:30,ForexALLNoExpiry,554.82,ForexALLNoExpiry,Forex
2023-12-22 07:06:49,ForexALLNoExpiry,263.67,ForexALLNoExpiry,Forex
2023-08-01 05:16:37,ForexALLNoExpiry,934.15,ForexALLNoExpiry,Forex
2023-08-13 01:04:40,ForexALLNoExpiry,197.85,ForexALLNoExpiry,Forex
2023-12-30 06:33:03,ForexALLNoExpiry,464.46,ForexALLNoExpiry,Forex
2024-11-23 10:50:25,ForexALLNoExpiry,617.69,ForexALLNoExpiry,Forex
2025-02-17 20:36:36,ForexALLNoExpiry,916.39,ForexALLNoExpiry,Forex
2023-08-26 21:42:01,ForexALLNoExpiry,964.82,ForexALLNoExpiry,Forex
2024-02-14 11:47:27,ForexALLNoExpiry,407.88,ForexALLNoExpiry,Forex
2024-01-21 01:44:56,ForexALLNoExpiry,152.48,ForexALLNoExpiry,Forex
2024-04-09 18:03:42,ForexALLNoExpiry,974.82,ForexALLNoExpiry,Forex
2023-10-16 09:54:14,ForexALLNoExpiry,852.34,ForexALLNoExpiry,Forex
2024-09-18 15:42:33,ForexALLNoExpiry,231.89,ForexALLNoExpiry,Forex
2023-10-01 10:28:22,ForexALLNoExpiry,168.83,ForexALLNoExpiry,Forex
2024-12-23 11:51:34,ForexALLNoExpiry,708.04,ForexALLNoExpiry,Forex
2024-01-05 16:40:19,ForexALLNoExpiry,200.46,ForexALLNoExpiry,Forex
2024-07-14 08:29:26,ForexALLNoExpiry,476.31,ForexALLNoExpiry,Forex
2024-06-13 21:56:47,ForexALLNoExpiry,509.52,ForexALLNoExpiry,Forex
2023-09-28 10:09:55,ForexALLNoExpiry,978.22,ForexALLNoExpiry,Forex
2024-07-26 13:59:27,ForexALLNoExpiry,561.11,ForexALLNoExpiry,Forex
2024-07-11 08:17:08,ForexALLNoExpiry,568.42,ForexALLNoExpiry,Forex
2023-06-22 04:25:10,ForexALLNoExpiry,381.15,ForexALLNoExpiry,Forex
2024-07-21 16:09:08,ForexALLNoExpiry,966.4,ForexALLNoExpiry,Forex
2024-06-23 15:52:34,ForexALLNoExpiry,674.25,ForexALLNoExpiry,Forex
2025-01-27 09:04:09,ForexALLNoExpiry,842.08,ForexALLNoExpiry,Forex
2025-01-22 11:48:12,ForexALLNoExpiry,775.96,ForexALLNoExpiry,Forex
2024-11-09 07:59:00,ForexALLNoExpiry,888.35,ForexALLNoExpiry,Forex
2023-09-07 23:21:45,ForexALLNoExpiry,809.29,ForexALLNoExpiry,Forex
2024-10-30 02:05:34,ForexALLNoExpiry,524.3,ForexALLNoExpiry,Forex
2024-10-09 03:36:01,ForexALLNoExpiry,172.81,ForexALLNoExpiry,Forex
2024-12-03 23:31:24,ForexALLNoExpiry,562.23,ForexALLNoExpiry,Forex
2024-10-15 04:42:47,ForexALLNoExpiry,129.15,ForexALLNoExpiry,Forex
2025-01-23 11:52:32,ForexALLNoExpiry,430.73,ForexALLNoExpiry,Forex
2023-08-19 08:24:24,ForexALLNoExpiry,132.84,ForexALLNoExpiry,Forex
2024-08-19 07:19:08,ForexALLNoExpiry,984.33,ForexALLNoExpiry,Forex
2024-08-04 16:07:31,ForexALLNoExpiry,575.4,ForexALLNoExpiry,Forex
2024-10-25 10:23:33,ForexALLNoExpiry,207.93,ForexALLNoExpiry,Forex
2024-07-17 14:56:53,ForexALLNoExpiry,673.2,ForexALLNoExpiry,Forex
2024-09-15 18:25:33,ForexALLNoExpiry,714.76,ForexALLNoExpiry,Forex
2024-10-04 09:00:39,ForexALLNoExpiry,746.73,ForexALLNoExpiry,Forex
2023-07-27 07:02:56,ForexALLNoExpiry,876.51,ForexALLNoExpiry,Forex
2024-09-22 18:03:59,ForexALLNoExpiry,364.24,ForexALLNoExpiry,Forex
2023-06-20 17:51:35,ForexALLNoExpiry,717.12,ForexALLNoExpiry,Forex
2023-08-16 15:00:52,ForexALLNoExpiry,837.89,ForexALLNoExpiry,Forex
2024-10-20 19:37:41,ForexALLNoExpiry,334.07,ForexALLNoExpiry,Forex
2024-09-17 17:29:20,ForexALLNoExpiry,418.76,ForexALLNoExpiry,Forex
